期号,正码1,正码2,正码3,正码4,正码5,正码6,特码,生肖,波色,大小,单双,开奖时间,正码1生肖,正码2生肖,正码3生肖,正码4生肖,正码5生肖,正码6生肖
20260831147,40,33,38,5,31,9,48,羊,蓝波,大,双,2026-08-31 07:18:00,兔,狗,蛇,虎,鼠,狗
20260831148,21,4,3,12,17,29,15,龙,蓝波,小,单,2026-08-31 07:21:00,狗,兔,龙,羊,虎,虎
20260831149,49,20,23,21,41,3,37,马,蓝波,大,单,2026-08-31 07:24:00,马,猪,猴,狗,虎,龙
20260831150,39,21,1,3,10,43,17,虎,绿波,小,单,2026-08-31 07:27:00,龙,狗,马,龙,鸡,鼠
20260831151,2,48,23,8,36,21,37,马,蓝波,大,单,2026-08-31 07:30:00,蛇,羊,猴,猪,羊,狗
20260831152,38,29,21,34,20,3,33,狗,绿波,大,单,2026-08-31 07:33:00,蛇,虎,狗,鸡,猪,龙
20260831153,30,15,14,42,25,27,23,猴,红波,小,单,2026-08-31 07:36:00,牛,龙,蛇,牛,马,龙
20260831154,5,17,2,25,35,32,37,马,蓝波,大,单,2026-08-31 07:39:00,虎,虎,蛇,马,猴,猪
20260831155,49,46,38,48,33,9,44,猪,绿波,大,双,2026-08-31 07:42:00,马,鸡,蛇,羊,狗,狗
20260831156,1,38,5,19,35,46,49,马,绿波,大,单,2026-08-31 07:45:00,马,蛇,虎,鼠,猴,鸡
20260831157,3,2,49,31,19,16,22,鸡,绿波,小,双,2026-08-31 07:48:00,龙,蛇,马,鼠,鼠,兔
20260831158,23,22,20,47,1,15,37,马,蓝波,大,单,2026-08-31 07:51:00,猴,鸡,猪,猴,马,龙
20260831159,24,47,2,11,35,44,38,蛇,绿波,大,双,2026-08-31 07:54:00,羊,猴,蛇,猴,猴,猪
20260831160,11,10,27,37,18,33,21,狗,绿波,小,单,2026-08-31 07:57:00,猴,鸡,龙,马,牛,狗
20260831161,16,6,39,19,41,20,23,猴,红波,小,单,2026-08-31 08:00:00,兔,牛,龙,鼠,虎,猪
20260831162,14,29,36,37,33,9,20,猪,蓝波,小,双,2026-08-31 08:03:00,蛇,虎,羊,马,狗,狗
20260831163,37,42,7,4,14,5,46,鸡,红波,大,双,2026-08-31 08:06:00,马,牛,鼠,兔,蛇,虎
20260831164,40,17,13,32,4,30,2,蛇,红波,小,双,2026-08-31 08:09:00,兔,虎,马,猪,兔,牛
20260831165,29,47,9,19,11,3,45,狗,红波,大,单,2026-08-31 08:12:00,虎,猴,狗,鼠,猴,龙
20260831166,30,16,46,38,48,26,24,羊,红波,小,双,2026-08-31 08:15:00,牛,兔,鸡,蛇,羊,蛇
20260831167,41,28,23,44,8,11,32,猪,绿波,大,双,2026-08-31 08:18:00,虎,兔,猴,猪,猪,猴
20260831168,6,16,21,37,18,11,13,马,红波,小,单,2026-08-31 08:21:00,牛,兔,狗,马,牛,猴
20260831169,22,7,34,46,13,32,17,虎,绿波,小,单,2026-08-31 08:24:00,鸡,鼠,鸡,鸡,马,猪
20260831170,40,46,41,35,6,18,15,龙,蓝波,小,单,2026-08-31 08:27:00,兔,鸡,虎,猴,牛,牛
20260831171,17,16,41,40,38,49,6,牛,绿波,小,双,2026-08-31 08:30:00,虎,兔,虎,兔,蛇,马
20260831172,39,5,7,33,27,47,17,虎,绿波,小,单,2026-08-31 08:33:00,龙,虎,鼠,狗,龙,猴
20260831173,34,36,47,18,29,31,37,马,蓝波,大,单,2026-08-31 08:36:00,鸡,羊,猴,牛,虎,鼠
20260831174,32,45,5,23,1,20,10,鸡,蓝波,小,双,2026-08-31 08:39:00,猪,狗,虎,猴,马,猪
20260831175,32,22,6,39,19,20,46,鸡,红波,大,双,2026-08-31 08:42:00,猪,鸡,牛,龙,鼠,猪
20260831176,1,48,17,39,32,13,28,兔,绿波,大,双,2026-08-31 08:45:00,马,羊,虎,龙,猪,马
20260831177,40,7,47,44,1,12,48,羊,蓝波,大,双,2026-08-31 08:48:00,兔,鼠,猴,猪,马,羊
20260831178,28,49,34,31,5,36,23,猴,红波,小,单,2026-08-31 08:51:00,兔,马,鸡,鼠,虎,羊
20260831179,8,29,4,39,10,9,35,猴,红波,大,单,2026-08-31 08:54:00,猪,虎,兔,龙,鸡,狗
20260831180,1,34,29,9,24,18,32,猪,绿波,大,双,2026-08-31 08:57:00,马,鸡,虎,狗,羊,牛
20260831181,31,34,23,17,45,46,28,兔,绿波,大,双,2026-08-31 09:00:00,鼠,鸡,猴,虎,狗,鸡
20260831182,1,37,18,3,32,45,8,猪,红波,小,双,2026-08-31 09:03:00,马,马,牛,龙,猪,狗
20260831183,20,33,31,34,38,26,39,龙,绿波,大,单,2026-08-31 09:06:00,猪,狗,鼠,鸡,蛇,蛇
20260831184,43,6,38,35,14,30,32,猪,绿波,大,双,2026-08-31 09:09:00,鼠,牛,蛇,猴,蛇,牛
20260831185,3,46,48,12,44,9,23,猴,红波,小,单,2026-08-31 09:12:00,龙,鸡,羊,羊,猪,狗
20260831186,17,34,49,28,15,46,31,鼠,蓝波,大,单,2026-08-31 09:15:00,虎,鸡,马,兔,龙,鸡
20260831187,31,15,11,8,6,42,46,鸡,红波,大,双,2026-08-31 09:18:00,鼠,龙,猴,猪,牛,牛
20260831188,6,5,27,26,4,18,2,蛇,红波,小,双,2026-08-31 09:21:00,牛,虎,龙,蛇,兔,牛
20260831189,26,15,18,5,19,35,8,猪,红波,小,双,2026-08-31 09:24:00,蛇,龙,牛,虎,鼠,猴
20260831190,45,12,16,25,23,1,42,牛,蓝波,大,双,2026-08-31 09:27:00,狗,羊,兔,马,猴,马
20260831191,22,33,7,41,25,29,21,狗,绿波,小,单,2026-08-31 09:30:00,鸡,狗,鼠,虎,马,虎
20260831192,29,49,44,41,47,35,46,鸡,红波,大,双,2026-08-31 09:33:00,虎,马,猪,虎,猴,猴
20260831193,26,49,16,2,8,22,39,龙,绿波,大,单,2026-08-31 09:36:00,蛇,马,兔,蛇,猪,鸡
20260831194,40,4,23,20,29,25,3,龙,蓝波,小,单,2026-08-31 09:39:00,兔,兔,猴,猪,虎,马
20260831195,6,49,9,34,13,44,24,羊,红波,小,双,2026-08-31 09:42:00,牛,马,狗,鸡,马,猪
20260831196,27,17,23,44,18,8,21,狗,绿波,小,单,2026-08-31 09:45:00,龙,虎,猴,猪,牛,猪
20260831197,46,41,12,13,14,43,5,虎,绿波,小,单,2026-08-31 09:48:00,鸡,虎,羊,马,蛇,鼠
20260831198,39,20,26,15,10,24,7,鼠,红波,小,单,2026-08-31 09:51:00,龙,猪,蛇,龙,鸡,羊
20260831199,18,43,19,5,37,44,14,蛇,蓝波,小,双,2026-08-31 09:54:00,牛,鼠,鼠,虎,马,猪
20260831200,14,44,43,48,9,46,17,虎,绿波,小,单,2026-08-31 09:57:00,蛇,猪,鼠,羊,狗,鸡
20260831201,32,39,38,16,3,22,19,鼠,红波,小,单,2026-08-31 10:00:00,猪,龙,蛇,兔,龙,鸡
20260831202,46,5,4,38,26,47,15,龙,蓝波,小,单,2026-08-31 10:03:00,鸡,虎,兔,蛇,蛇,猴
20260831203,27,33,48,31,10,34,15,龙,蓝波,小,单,2026-08-31 10:06:00,龙,狗,羊,鼠,鸡,鸡
20260831204,41,45,2,30,28,23,31,鼠,蓝波,大,单,2026-08-31 10:09:00,虎,狗,蛇,牛,兔,猴
20260831205,32,2,23,22,33,47,15,龙,蓝波,小,单,2026-08-31 10:12:00,猪,蛇,猴,鸡,狗,猴
20260831206,41,12,16,47,26,39,27,龙,绿波,大,单,2026-08-31 10:15:00,虎,羊,兔,猴,蛇,龙
20260831207,39,37,16,19,33,26,5,虎,绿波,小,单,2026-08-31 10:18:00,龙,马,兔,鼠,狗,蛇
20260831208,6,4,5,35,3,47,2,蛇,红波,小,双,2026-08-31 10:21:00,牛,兔,虎,猴,龙,猴
20260831209,34,7,12,18,33,32,47,猴,蓝波,大,单,2026-08-31 10:24:00,鸡,鼠,羊,牛,狗,猪
20260831210,23,10,1,34,27,12,31,鼠,蓝波,大,单,2026-08-31 10:27:00,猴,鸡,马,鸡,龙,羊
20260831211,15,34,23,30,13,29,35,猴,红波,大,单,2026-08-31 10:30:00,龙,鸡,猴,牛,马,虎
20260831212,8,25,32,7,20,16,1,马,红波,小,单,2026-08-31 10:33:00,猪,马,猪,鼠,猪,兔
20260831213,20,10,8,38,35,28,32,猪,绿波,大,双,2026-08-31 10:36:00,猪,鸡,猪,蛇,猴,兔
20260831214,11,29,2,23,8,6,28,兔,绿波,大,双,2026-08-31 10:39:00,猴,虎,蛇,猴,猪,牛
20260831215,5,34,6,18,30,15,19,鼠,红波,小,单,2026-08-31 10:42:00,虎,鸡,牛,牛,牛,龙
20260831216,29,2,11,35,48,10,30,牛,红波,大,双,2026-08-31 10:45:00,虎,蛇,猴,猴,羊,鸡
20260831217,36,20,24,37,5,25,16,兔,绿波,小,双,2026-08-31 10:48:00,羊,猪,羊,马,虎,马
20260831218,10,2,7,11,18,9,47,猴,蓝波,大,单,2026-08-31 10:51:00,鸡,蛇,鼠,猴,牛,狗
20260831219,31,26,33,45,14,30,6,牛,绿波,小,双,2026-08-31 10:54:00,鼠,蛇,狗,狗,蛇,牛
20260831220,37,35,34,39,14,8,47,猴,蓝波,大,单,2026-08-31 10:57:00,马,猴,鸡,龙,蛇,猪
20260831221,33,2,24,4,29,14,38,蛇,绿波,大,双,2026-08-31 11:00:00,狗,蛇,羊,兔,虎,蛇
20260831222,16,24,20,39,46,10,7,鼠,红波,小,单,2026-08-31 11:03:00,兔,羊,猪,龙,鸡,鸡
20260831223,2,23,43,19,49,45,7,鼠,红波,小,单,2026-08-31 11:06:00,蛇,猴,鼠,鼠,马,狗
20260831224,22,48,26,21,29,44,41,虎,蓝波,大,单,2026-08-31 11:09:00,鸡,羊,蛇,狗,虎,猪
20260831225,47,48,25,34,4,12,21,狗,绿波,小,单,2026-08-31 11:12:00,猴,羊,马,鸡,兔,羊
20260831226,49,34,1,3,5,10,45,狗,红波,大,单,2026-08-31 11:15:00,马,鸡,马,龙,虎,鸡
20260831227,15,3,39,38,4,35,44,猪,绿波,大,双,2026-08-31 11:18:00,龙,龙,龙,蛇,兔,猴
20260831228,17,10,24,32,28,27,11,猴,绿波,小,单,2026-08-31 11:21:00,虎,鸡,羊,猪,兔,龙
20260831229,34,19,38,27,23,16,11,猴,绿波,小,单,2026-08-31 11:24:00,鸡,鼠,蛇,龙,猴,兔
20260831230,15,19,12,49,7,45,22,鸡,绿波,小,双,2026-08-31 11:27:00,龙,鼠,羊,马,鼠,狗
20260831231,29,12,32,17,15,38,23,猴,红波,小,单,2026-08-31 11:30:00,虎,羊,猪,虎,龙,蛇
20260831232,40,8,11,28,5,12,43,鼠,绿波,大,单,2026-08-31 11:33:00,兔,猪,猴,兔,虎,羊
20260831233,35,45,33,37,12,41,18,牛,红波,小,双,2026-08-31 11:36:00,猴,狗,狗,马,羊,虎
20260831234,21,38,4,29,24,15,7,鼠,红波,小,单,2026-08-31 11:39:00,狗,蛇,兔,虎,羊,龙
20260831235,46,10,31,49,11,45,20,猪,蓝波,小,双,2026-08-31 11:42:00,鸡,鸡,鼠,马,猴,狗
20260831236,37,41,39,10,3,11,27,龙,绿波,大,单,2026-08-31 11:45:00,马,虎,龙,鸡,龙,猴
20260831237,11,36,19,48,44,16,45,狗,红波,大,单,2026-08-31 11:48:00,猴,羊,鼠,羊,猪,兔
20260831238,23,43,16,40,20,15,25,马,蓝波,大,单,2026-08-31 11:51:00,猴,鼠,兔,兔,猪,龙
20260831239,10,12,18,39,14,40,6,牛,绿波,小,双,2026-08-31 11:54:00,鸡,羊,牛,龙,蛇,兔
20260831240,29,35,22,7,30,42,39,龙,绿波,大,单,2026-08-31 11:57:00,虎,猴,鸡,鼠,牛,牛
20260831241,48,31,32,36,20,41,3,龙,蓝波,小,单,2026-08-31 12:00:00,羊,鼠,猪,羊,猪,虎
20260831242,27,43,32,7,26,35,23,猴,红波,小,单,2026-08-31 12:03:00,龙,鼠,猪,鼠,蛇,猴
20260831243,33,36,24,44,41,49,32,猪,绿波,大,双,2026-08-31 12:06:00,狗,羊,羊,猪,虎,马
20260831244,18,42,33,21,9,11,1,马,红波,小,单,2026-08-31 12:09:00,牛,牛,狗,狗,狗,猴
20260831245,36,37,4,22,43,3,27,龙,绿波,大,单,2026-08-31 12:12:00,羊,马,兔,鸡,鼠,龙
20260831246,14,39,21,32,23,37,11,猴,绿波,小,单,2026-08-31 12:15:00,蛇,龙,狗,猪,猴,马
20260831247,46,15,27,1,26,8,6,牛,绿波,小,双,2026-08-31 12:18:00,鸡,龙,龙,马,蛇,猪
20260831248,15,22,6,47,19,46,49,马,绿波,大,单,2026-08-31 12:21:00,龙,鸡,牛,猴,鼠,鸡
20260831249,41,34,28,16,30,49,21,狗,绿波,小,单,2026-08-31 12:24:00,虎,鸡,兔,兔,牛,马
20260831250,30,11,44,41,29,4,23,猴,红波,小,单,2026-08-31 12:27:00,牛,猴,猪,虎,虎,兔
20260831251,13,47,28,41,24,5,38,蛇,绿波,大,双,2026-08-31 12:30:00,马,猴,兔,虎,羊,虎
20260831252,25,6,44,12,30,49,20,猪,蓝波,小,双,2026-08-31 12:33:00,马,牛,猪,羊,牛,马
20260831253,16,38,35,46,19,17,48,羊,蓝波,大,双,2026-08-31 12:36:00,兔,蛇,猴,鸡,鼠,虎
20260831254,1,25,23,14,26,35,33,狗,绿波,大,单,2026-08-31 12:39:00,马,马,猴,蛇,蛇,猴
20260831255,2,20,31,12,36,3,38,蛇,绿波,大,双,2026-08-31 12:42:00,蛇,猪,鼠,羊,羊,龙
20260831256,28,48,25,2,5,27,35,猴,红波,大,单,2026-08-31 12:45:00,兔,羊,马,蛇,虎,龙
20260831257,26,46,41,29,16,48,20,猪,蓝波,小,双,2026-08-31 12:48:00,蛇,鸡,虎,虎,兔,羊
20260831258,5,36,21,14,4,19,37,马,蓝波,大,单,2026-08-31 12:51:00,虎,羊,狗,蛇,兔,鼠
20260831259,8,37,40,15,12,42,25,马,蓝波,大,单,2026-08-31 12:54:00,猪,马,兔,龙,羊,牛
20260831260,21,25,1,16,33,7,9,狗,蓝波,小,单,2026-08-31 12:57:00,狗,马,马,兔,狗,鼠
20260831261,29,41,45,2,8,36,40,兔,红波,大,双,2026-08-31 13:00:00,虎,虎,狗,蛇,猪,羊
20260831262,33,32,2,15,12,8,45,狗,红波,大,单,2026-08-31 13:03:00,狗,猪,蛇,龙,羊,猪
20260831263,35,17,4,42,30,46,37,马,蓝波,大,单,2026-08-31 13:06:00,猴,虎,兔,牛,牛,鸡
20260831264,20,25,34,6,45,33,41,虎,蓝波,大,单,2026-08-31 13:09:00,猪,马,鸡,牛,狗,狗
20260831265,40,5,9,4,7,44,22,鸡,绿波,小,双,2026-08-31 13:12:00,兔,虎,狗,兔,鼠,猪
20260831266,34,44,15,19,4,22,6,牛,绿波,小,双,2026-08-31 13:15:00,鸡,猪,龙,鼠,兔,鸡
20260831267,30,34,18,35,36,39,45,狗,红波,大,单,2026-08-31 13:18:00,牛,鸡,牛,猴,羊,龙
20260831268,6,41,49,46,18,12,11,猴,绿波,小,单,2026-08-31 13:21:00,牛,虎,马,鸡,牛,羊
20260831269,16,19,7,38,36,14,27,龙,绿波,大,单,2026-08-31 13:24:00,兔,鼠,鼠,蛇,羊,蛇
20260831270,47,1,46,45,27,33,3,龙,蓝波,小,单,2026-08-31 13:27:00,猴,马,鸡,狗,龙,狗
20260831271,14,29,16,27,49,4,28,兔,绿波,大,双,2026-08-31 13:30:00,蛇,虎,兔,龙,马,兔
20260831272,46,7,4,38,45,32,28,兔,绿波,大,双,2026-08-31 13:33:00,鸡,鼠,兔,蛇,狗,猪
20260831273,7,21,34,35,48,12,43,鼠,绿波,大,单,2026-08-31 13:36:00,鼠,狗,鸡,猴,羊,羊
20260831274,34,22,35,17,5,24,36,羊,蓝波,大,双,2026-08-31 13:39:00,鸡,鸡,猴,虎,虎,羊
20260831275,37,38,48,18,11,15,12,羊,红波,小,双,2026-08-31 13:42:00,马,蛇,羊,牛,猴,龙
20260831276,40,41,2,44,18,5,33,狗,绿波,大,单,2026-08-31 13:45:00,兔,虎,蛇,猪,牛,虎
20260831277,40,4,2,3,38,15,28,兔,绿波,大,双,2026-08-31 13:48:00,兔,兔,蛇,龙,蛇,龙
20260831278,43,1,3,35,4,37,27,龙,绿波,大,单,2026-08-31 13:51:00,鼠,马,龙,猴,兔,马
20260831279,42,37,4,26,14,3,45,狗,红波,大,单,2026-08-31 13:54:00,牛,马,兔,蛇,蛇,龙
20260831280,35,9,5,24,11,2,23,猴,红波,小,单,2026-08-31 13:57:00,猴,狗,虎,羊,猴,蛇
20260831281,19,14,10,27,35,6,15,龙,蓝波,小,单,2026-08-31 14:00:00,鼠,蛇,鸡,龙,猴,牛
20260831282,1,35,26,12,16,37,25,马,蓝波,大,单,2026-08-31 14:03:00,马,猴,蛇,羊,兔,马
20260831283,32,39,33,25,36,9,49,马,绿波,大,单,2026-08-31 14:06:00,猪,龙,狗,马,羊,狗
20260831284,21,15,7,16,11,31,19,鼠,红波,小,单,2026-08-31 14:09:00,狗,龙,鼠,兔,猴,鼠
20260831285,25,9,16,37,39,10,2,蛇,红波,小,双,2026-08-31 14:12:00,马,狗,兔,马,龙,鸡
20260831286,42,41,48,5,7,30,16,兔,绿波,小,双,2026-08-31 14:15:00,牛,虎,羊,虎,鼠,牛
20260831287,16,6,40,20,9,14,43,鼠,绿波,大,单,2026-08-31 14:18:00,兔,牛,兔,猪,狗,蛇
20260831288,17,25,5,49,3,27,47,猴,蓝波,大,单,2026-08-31 14:21:00,虎,马,虎,马,龙,龙
20260831289,1,15,18,25,31,49,8,猪,红波,小,双,2026-08-31 14:24:00,马,龙,牛,马,鼠,马
20260831290,41,49,10,3,4,21,37,马,蓝波,大,单,2026-08-31 14:27:00,虎,马,鸡,龙,兔,狗
20260831291,5,22,49,37,21,15,34,鸡,红波,大,双,2026-08-31 14:30:00,虎,鸡,马,马,狗,龙
20260831292,19,44,29,18,6,35,45,狗,红波,大,单,2026-08-31 14:33:00,鼠,猪,虎,牛,牛,猴
20260831293,36,4,15,7,20,2,14,蛇,蓝波,小,双,2026-08-31 14:36:00,羊,兔,龙,鼠,猪,蛇
20260831294,4,32,29,45,35,47,22,鸡,绿波,小,双,2026-08-31 14:39:00,兔,猪,虎,狗,猴,猴
20260831295,44,36,47,41,23,33,38,蛇,绿波,大,双,2026-08-31 14:42:00,猪,羊,猴,虎,猴,狗
20260831296,19,17,27,14,7,30,2,蛇,红波,小,双,2026-08-31 14:45:00,鼠,虎,龙,蛇,鼠,牛
20260831297,20,33,37,16,24,17,39,龙,绿波,大,单,2026-08-31 14:48:00,猪,狗,马,兔,羊,虎
20260831298,34,41,33,48,31,37,42,牛,蓝波,大,双,2026-08-31 14:51:00,鸡,虎,狗,羊,鼠,马
20260831299,32,16,35,42,12,18,45,狗,红波,大,单,2026-08-31 14:54:00,猪,兔,猴,牛,羊,牛
20260831300,35,6,26,36,14,9,44,猪,绿波,大,双,2026-08-31 14:57:00,猴,牛,蛇,羊,蛇,狗
20260831301,13,33,43,37,35,1,45,狗,红波,大,单,2026-08-31 15:00:00,马,狗,鼠,马,猴,马
20260831302,33,41,10,43,32,39,30,牛,红波,大,双,2026-08-31 15:03:00,狗,虎,鸡,鼠,猪,龙
20260831303,36,41,47,8,13,30,29,虎,红波,大,单,2026-08-31 15:06:00,羊,虎,猴,猪,马,牛
20260831304,13,39,21,16,47,11,4,兔,蓝波,小,双,2026-08-31 15:09:00,马,龙,狗,兔,猴,猴
20260831305,16,30,5,40,35,15,19,鼠,红波,小,单,2026-08-31 15:12:00,兔,牛,虎,兔,猴,龙
20260831306,44,30,45,49,38,12,3,龙,蓝波,小,单,2026-08-31 15:15:00,猪,牛,狗,马,蛇,羊
20260831307,11,6,48,32,43,12,20,猪,蓝波,小,双,2026-08-31 15:18:00,猴,牛,羊,猪,鼠,羊
20260831308,38,45,35,31,3,33,10,鸡,蓝波,小,双,2026-08-31 15:21:00,蛇,狗,猴,鼠,龙,狗
20260831309,16,12,18,19,9,34,32,猪,绿波,大,双,2026-08-31 15:24:00,兔,羊,牛,鼠,狗,鸡
20260831310,3,37,13,8,9,12,15,龙,蓝波,小,单,2026-08-31 15:27:00,龙,马,马,猪,狗,羊
20260831311,1,49,42,15,22,47,11,猴,绿波,小,单,2026-08-31 15:30:00,马,马,牛,龙,鸡,猴
20260831312,16,4,45,28,43,39,9,狗,蓝波,小,单,2026-08-31 15:33:00,兔,兔,狗,兔,鼠,龙
20260831313,43,25,14,47,16,7,20,猪,蓝波,小,双,2026-08-31 15:36:00,鼠,马,蛇,猴,兔,鼠
20260831314,32,9,38,48,27,28,17,虎,绿波,小,单,2026-08-31 15:39:00,猪,狗,蛇,羊,龙,兔
20260831315,39,8,18,32,34,27,43,鼠,绿波,大,单,2026-08-31 15:42:00,龙,猪,牛,猪,鸡,龙
20260831316,13,27,49,31,44,35,10,鸡,蓝波,小,双,2026-08-31 15:45:00,马,龙,马,鼠,猪,猴
20260831317,41,5,28,7,48,40,11,猴,绿波,小,单,2026-08-31 15:48:00,虎,虎,兔,鼠,羊,兔
20260831318,1,40,4,15,26,39,20,猪,蓝波,小,双,2026-08-31 15:51:00,马,兔,兔,龙,蛇,龙
20260831319,3,31,34,20,26,25,46,鸡,红波,大,双,2026-08-31 15:54:00,龙,鼠,鸡,猪,蛇,马
20260831320,11,32,36,21,19,15,12,羊,红波,小,双,2026-08-31 15:57:00,猴,猪,羊,狗,鼠,龙
20260831321,28,24,1,20,49,41,17,虎,绿波,小,单,2026-08-31 16:00:00,兔,羊,马,猪,马,虎
20260831322,41,4,32,46,19,36,27,龙,绿波,大,单,2026-08-31 16:03:00,虎,兔,猪,鸡,鼠,羊
20260831323,41,49,31,22,30,24,10,鸡,蓝波,小,双,2026-08-31 16:06:00,虎,马,鼠,鸡,牛,羊
20260831324,34,11,31,48,49,42,28,兔,绿波,大,双,2026-08-31 16:09:00,鸡,猴,鼠,羊,马,牛
20260831325,43,45,11,3,29,23,37,马,蓝波,大,单,2026-08-31 16:12:00,鼠,狗,猴,龙,虎,猴
20260831326,19,42,48,29,16,2,1,马,红波,小,单,2026-08-31 16:15:00,鼠,牛,羊,虎,兔,蛇
20260831327,21,30,14,2,47,48,4,兔,蓝波,小,双,2026-08-31 16:18:00,狗,牛,蛇,蛇,猴,羊
20260831328,32,48,31,19,9,23,27,龙,绿波,大,单,2026-08-31 16:21:00,猪,羊,鼠,鼠,狗,猴
20260831329,14,6,43,19,20,1,28,兔,绿波,大,双,2026-08-31 16:24:00,蛇,牛,鼠,鼠,猪,马
20260831330,9,37,8,32,41,28,48,羊,蓝波,大,双,2026-08-31 16:27:00,狗,马,猪,猪,虎,兔
20260831331,20,15,12,16,21,36,3,龙,蓝波,小,单,2026-08-31 16:30:00,猪,龙,羊,兔,狗,羊
20260831332,35,34,20,30,18,14,9,狗,蓝波,小,单,2026-08-31 16:33:00,猴,鸡,猪,牛,牛,蛇
20260831333,49,31,17,41,15,21,18,牛,红波,小,双,2026-08-31 16:36:00,马,鼠,虎,虎,龙,狗
20260831334,21,41,6,46,31,49,17,虎,绿波,小,单,2026-08-31 16:39:00,狗,虎,牛,鸡,鼠,马
20260831335,40,39,9,13,3,18,28,兔,绿波,大,双,2026-08-31 16:42:00,兔,龙,狗,马,龙,牛
20260831336,30,2,43,23,38,28,42,牛,蓝波,大,双,2026-08-31 16:45:00,牛,蛇,鼠,猴,蛇,兔
20260831337,28,25,32,17,10,33,27,龙,绿波,大,单,2026-08-31 16:48:00,兔,马,猪,虎,鸡,狗
20260831338,6,25,21,14,44,34,29,虎,红波,大,单,2026-08-31 16:51:00,牛,马,狗,蛇,猪,鸡
20260831339,39,46,30,33,17,49,34,鸡,红波,大,双,2026-08-31 16:54:00,龙,鸡,牛,狗,虎,马
20260831340,45,47,18,3,31,22,11,猴,绿波,小,单,2026-08-31 16:57:00,狗,猴,牛,龙,鼠,鸡
20260831341,46,36,49,31,9,24,30,牛,红波,大,双,2026-08-31 17:00:00,鸡,羊,马,鼠,狗,羊
20260831342,36,42,38,40,29,35,16,兔,绿波,小,双,2026-08-31 17:03:00,羊,牛,蛇,兔,虎,猴
20260831343,14,47,11,12,41,38,21,狗,绿波,小,单,2026-08-31 17:06:00,蛇,猴,猴,羊,虎,蛇
20260831344,4,31,19,36,28,6,16,兔,绿波,小,双,2026-08-31 17:09:00,兔,鼠,鼠,羊,兔,牛
20260831345,17,12,49,45,34,3,28,兔,绿波,大,双,2026-08-31 17:12:00,虎,羊,马,狗,鸡,龙
20260831346,25,45,19,24,15,30,43,鼠,绿波,大,单,2026-08-31 17:15:00,马,狗,鼠,羊,龙,牛
20260831347,41,40,3,32,30,19,24,羊,红波,小,双,2026-08-31 17:18:00,虎,兔,龙,猪,牛,鼠
20260831348,9,19,47,10,27,28,18,牛,红波,小,双,2026-08-31 17:21:00,狗,鼠,猴,鸡,龙,兔
20260831349,47,15,16,10,41,29,34,鸡,红波,大,双,2026-08-31 17:24:00,猴,龙,兔,鸡,虎,虎
20260831350,27,44,14,38,17,40,1,马,红波,小,单,2026-08-31 17:27:00,龙,猪,蛇,蛇,虎,兔
20260831351,38,47,4,11,30,27,40,兔,红波,大,双,2026-08-31 17:30:00,蛇,猴,兔,猴,牛,龙
20260831352,38,15,23,47,26,32,35,猴,红波,大,单,2026-08-31 17:33:00,蛇,龙,猴,猴,蛇,猪
20260831353,42,11,21,35,48,30,45,狗,红波,大,单,2026-08-31 17:36:00,牛,猴,狗,猴,羊,牛
20260831354,36,31,27,1,4,28,18,牛,红波,小,双,2026-08-31 17:39:00,羊,鼠,龙,马,兔,兔
20260831355,2,11,48,37,14,47,24,羊,红波,小,双,2026-08-31 17:42:00,蛇,猴,羊,马,蛇,猴
20260831356,31,47,25,28,16,41,21,狗,绿波,小,单,2026-08-31 17:45:00,鼠,猴,马,兔,兔,虎
20260831357,45,32,34,16,26,30,25,马,蓝波,大,单,2026-08-31 17:48:00,狗,猪,鸡,兔,蛇,牛
20260831358,29,33,24,49,12,36,7,鼠,红波,小,单,2026-08-31 17:51:00,虎,狗,羊,马,羊,羊
20260831359,26,40,39,9,27,1,43,鼠,绿波,大,单,2026-08-31 17:54:00,蛇,兔,龙,狗,龙,马
20260831360,23,4,45,35,18,40,47,猴,蓝波,大,单,2026-08-31 17:57:00,猴,兔,狗,猴,牛,兔
20260831361,7,10,11,39,42,41,43,鼠,绿波,大,单,2026-08-31 18:00:00,鼠,鸡,猴,龙,牛,虎
20260831362,34,39,10,46,4,5,35,猴,红波,大,单,2026-08-31 18:03:00,鸡,龙,鸡,鸡,兔,虎
20260831363,49,48,45,19,25,44,20,猪,蓝波,小,双,2026-08-31 18:06:00,马,羊,狗,鼠,马,猪
20260831364,27,35,25,26,37,12,34,鸡,红波,大,双,2026-08-31 18:09:00,龙,猴,马,蛇,马,羊
20260831365,25,26,8,48,46,33,39,龙,绿波,大,单,2026-08-31 18:12:00,马,蛇,猪,羊,鸡,狗
20260831366,36,18,25,3,33,29,37,马,蓝波,大,单,2026-08-31 18:15:00,羊,牛,马,龙,狗,虎
20260831367,5,28,31,2,37,44,14,蛇,蓝波,小,双,2026-08-31 18:18:00,虎,兔,鼠,蛇,马,猪
20260831368,48,16,22,28,31,20,43,鼠,绿波,大,单,2026-08-31 18:21:00,羊,兔,鸡,兔,鼠,猪
20260831369,44,36,25,4,27,34,29,虎,红波,大,单,2026-08-31 18:24:00,猪,羊,马,兔,龙,鸡
20260831370,23,39,46,44,19,21,29,虎,红波,大,单,2026-08-31 18:27:00,猴,龙,鸡,猪,鼠,狗
